"obsNsubID"	"obsID"	"GenusSpecies"	"Genus"	"Species"	"status"	"subObsID"	"sppdens_inv"	"sppdens_nat"	"spperc_inv"	"spperc_nat"	"MeasID_3"	"MeasID_4"	"MeasID_5"	"MeasID_6"	"MeasID_7"	"MeasID_8"	"MeasID_9"	"MeasID_10"	"MeasID_11"	"MeasID_12"	"MeasID_13"	"MeasID_14"	"MeasID_15"	"MeasID_16"	"MeasID_17"	"MeasID_18"
"74"	75	17	"Quercus spp"	"Quercus"	"spp"	"N"	3	NA	NA	NA	NA	23.2264758761585	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.88883861208443	1.9137141967259	1.062	1.15580101851852	NA	0.202142844497608	11.2796027793589	13.5692307692308
"75"	76	17	"Fagus grandifolia"	"Fagus"	"grandifolia"	"N"	4	NA	NA	NA	NA	26.9	54.3428571428571	NA	NA	NA	NA	NA	NA	1.28614685377193	2.18088862063029	NA	1.37	NA	0.387020605263158	17.6398152371612	9.1
"76"	77	17	"Betula lenta"	"Betula"	"lenta"	"N"	5	NA	NA	NA	NA	27.9	58.6571428571429	NA	NA	NA	NA	NA	NA	1.85037273245946	2.42195512827123	0.842475	1.95339542917031	NA	0.906104486486486	17.396524295526	16.3
"77"	78	17	"Acer spp"	"Acer"	"spp"	"N"	6	NA	NA	NA	NA	25.4138241639524	66.1909090909091	NA	NA	NA	NA	NA	NA	1.13564357832955	1.90333629771647	NA	0.884244024793467	NA	0.358607	19.1842757840205	22.5
"78"	79	18	"Berberis thunbergii"	"Berberis"	"thunbergii"	"I"	1	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.097027066	1.72307142855714	NA	NA	NA	NA	12.8658606795962	21.3
"79"	81	18	"Quercus spp"	"Quercus"	"spp"	"N"	3	NA	NA	NA	NA	23.2264758761585	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.88883861208443	1.9137141967259	1.062	1.15580101851852	NA	0.202142844497608	11.2796027793589	13.5692307692308
"80"	82	18	"Fagus grandifolia"	"Fagus"	"grandifolia"	"N"	4	NA	NA	NA	NA	26.9	54.3428571428571	NA	NA	NA	NA	NA	NA	1.28614685377193	2.18088862063029	NA	1.37	NA	0.387020605263158	17.6398152371612	9.1
"81"	83	18	"Betula lenta"	"Betula"	"lenta"	"N"	5	NA	NA	NA	NA	27.9	58.6571428571429	NA	NA	NA	NA	NA	NA	1.85037273245946	2.42195512827123	0.842475	1.95339542917031	NA	0.906104486486486	17.396524295526	16.3
"82"	84	18	"Acer spp"	"Acer"	"spp"	"N"	6	NA	NA	NA	NA	25.4138241639524	66.1909090909091	NA	NA	NA	NA	NA	NA	1.13564357832955	1.90333629771647	NA	0.884244024793467	NA	0.358607	19.1842757840205	22.5
"83"	85	19	"Berberis thunbergii"	"Berberis"	"thunbergii"	"I"	1	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.097027066	1.72307142855714	NA	NA	NA	NA	12.8658606795962	21.3
"84"	86	19	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	2	2	10	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857
"85"	87	19	"Quercus spp"	"Quercus"	"spp"	"N"	3	NA	NA	NA	NA	23.2264758761585	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.88883861208443	1.9137141967259	1.062	1.15580101851852	NA	0.202142844497608	11.2796027793589	13.5692307692308
"86"	88	19	"Fagus grandifolia"	"Fagus"	"grandifolia"	"N"	4	NA	NA	NA	NA	26.9	54.3428571428571	NA	NA	NA	NA	NA	NA	1.28614685377193	2.18088862063029	NA	1.37	NA	0.387020605263158	17.6398152371612	9.1
"87"	89	19	"Betula lenta"	"Betula"	"lenta"	"N"	5	NA	NA	NA	NA	27.9	58.6571428571429	NA	NA	NA	NA	NA	NA	1.85037273245946	2.42195512827123	0.842475	1.95339542917031	NA	0.906104486486486	17.396524295526	16.3
"88"	90	19	"Acer spp"	"Acer"	"spp"	"N"	6	NA	NA	NA	NA	25.4138241639524	66.1909090909091	NA	NA	NA	NA	NA	NA	1.13564357832955	1.90333629771647	NA	0.884244024793467	NA	0.358607	19.1842757840205	22.5
"89"	91	20	"Berberis thunbergii"	"Berberis"	"thunbergii"	"I"	1	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.097027066	1.72307142855714	NA	NA	NA	NA	12.8658606795962	21.3
"90"	92	20	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	2	3	12	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857
"91"	93	20	"Quercus spp"	"Quercus"	"spp"	"N"	3	NA	NA	NA	NA	23.2264758761585	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.88883861208443	1.9137141967259	1.062	1.15580101851852	NA	0.202142844497608	11.2796027793589	13.5692307692308
"92"	94	20	"Fagus grandifolia"	"Fagus"	"grandifolia"	"N"	4	NA	NA	NA	NA	26.9	54.3428571428571	NA	NA	NA	NA	NA	NA	1.28614685377193	2.18088862063029	NA	1.37	NA	0.387020605263158	17.6398152371612	9.1
"93"	95	20	"Betula lenta"	"Betula"	"lenta"	"N"	5	NA	NA	NA	NA	27.9	58.6571428571429	NA	NA	NA	NA	NA	NA	1.85037273245946	2.42195512827123	0.842475	1.95339542917031	NA	0.906104486486486	17.396524295526	16.3
"94"	96	20	"Acer spp"	"Acer"	"spp"	"N"	6	NA	NA	NA	NA	25.4138241639524	66.1909090909091	NA	NA	NA	NA	NA	NA	1.13564357832955	1.90333629771647	NA	0.884244024793467	NA	0.358607	19.1842757840205	22.5
"95"	97	21	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"96"	98	21	"Berberis thunbergii"	"Berberis"	"thunbergii"	"I"	2	NA	NA	50	0	NA	NA	NA	NA	NA	NA	NA	NA	2.097027066	1.72307142855714	NA	NA	NA	NA	12.8658606795962	21.3
"97"	99	21	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	3	NA	NA	0	100	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857
"98"	100	22	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"99"	101	22	"Berberis thunbergii"	"Berberis"	"thunbergii"	"I"	2	NA	NA	50	0	NA	NA	NA	NA	NA	NA	NA	NA	2.097027066	1.72307142855714	NA	NA	NA	NA	12.8658606795962	21.3
"100"	102	22	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	3	NA	NA	0	100	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857
"101"	103	23	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	NA	NA	22.3399435995	NA	NA	NA	NA	NA	NA	NA	1.1873071688	2.52816994858636	NA	1.03257266666667	NA	NA	24.87398798715	NA
"102"	104	23	"Hilaria jamesii"	"Hilaria"	"jamesii"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9927	NA	NA	NA	NA	NA	NA
"103"	105	24	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	NA	NA	22.3399435995	NA	NA	NA	NA	NA	NA	NA	1.1873071688	2.52816994858636	NA	1.03257266666667	NA	NA	24.87398798715	NA
"104"	106	24	"Stipa spp"	"Stipa"	"spp"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	1.83979712241017	NA	1.05568694444444	NA	NA	9.81537755621333	NA
"105"	107	25	"Lythrum salicaria"	"Lythrum"	"salicaria"	"I"	1	NA	NA	NA	NA	17.7955440518	NA	NA	NA	NA	NA	NA	NA	1.16578	2.32511698625	NA	NA	NA	NA	21.6424640173611	NA
"106"	108	25	"Typha latifolia"	"Typha"	"latifolia"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.928734146	1.6570788309875	NA	NA	1.8374014125	NA	10.05144368446	NA
"107"	109	26	"Hedychium gardnerianum"	"Hedychium"	"gardnerianum"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.215	NA	NA	NA	NA	17.6957943925	NA
"108"	110	26	"Metrosideros polymorpha"	"Metrosideros"	"polymorpha"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5890629618	0.909319210307692	NA	NA	NA	NA	8.89055428402326	NA
"109"	111	26	"Cibotium spp"	"Cibotium"	"spp"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.996996996	1.53	NA	NA	NA	NA	11.4324045564545	NA
"110"	112	27	"Cytisus scoparius"	"Cytisus"	"scoparius"	"I"	1	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.803475239	3.28458333331667	NA	NA	NA	NA	16.4092143623333	NA
"111"	113	27	"Pseudotsuga menzeii"	"Pseudotsuga"	"menzeii"	"N"	2	NA	NA	NA	NA	45	70.2666666666667	NA	NA	NA	NA	NA	NA	1.6366267486	1.24443061223469	NA	NA	NA	0.127352380952381	6.6778604961	NA
"112"	114	27	"Festuca idahoensis"	"Festuca"	"idahoensis"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8607814495	1.66286667461478	NA	0.672903225806452	NA	NA	17.6692676430265	29.6
"113"	115	27	"Cammassia quamash"	"Cammassia"	"quamash"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"114"	116	27	"Aster curtis"	"Aster"	"curtis"	"N"	5	NA	NA	NA	NA	24.435901647	NA	NA	NA	NA	NA	NA	NA	1.21662548151515	1.97136167759706	NA	2.0130271375	NA	NA	19.279993231936	NA
