"obsID"	"nh_logRR"	"no_logRR"	"toti_logRR"	"ammon_logRR"	"nitrif_logRR"	"nminz_logRR"	"soilN_logRR"	"SOM_logRR"	"soilcn_logRR"	"microbialcn_logRR"	"soilmoi_logRR"	"pH_logRR"
"48"	48	0.536183529955947	-0.13603587430675	0.661699679519215	0.094538095038848	1.63725981322181	0.763322282494388	6.59218421748542	NA	NA	NA	0.881828481102147	1.29359779474333
"49"	49	0.746630889996581	-0.0856735440772896	0.859353590712676	0.0812317731911654	0.784245897746228	0.798141237390837	0.921653589845951	NA	NA	NA	0.952452793790339	1.11741581774718
"50"	50	1.39678214367387	1.43085153475257	1.29078179279779	0.457629777392603	0.832227831846634	0.960643726006621	NA	1.0288792617421	NA	NA	NA	1.01543025307435
"51"	51	0.912501861112186	0.164040454177099	0.765992863615753	0.154643394048721	4.62583054976488	1.05139583358136	NA	1.06688175025997	NA	NA	NA	1.05314001773565
"52"	52	0.890403626681038	0.950134980287194	0.942391376787332	NA	1.55810901078223	1.12865224145714	NA	1.01883585034607	NA	NA	0.996416235035531	1.01041580197019
"53"	53	0.88563254797465	1.67622597419716	1.33531393198557	NA	2.17909888708965	1.03460111590577	NA	0.973909485894605	NA	NA	1.03428797596387	1.02233234966001
"54"	54	0.908162880464717	0.893283192725396	0.919983264166829	NA	NA	NA	0.95336671026723	0.807349714283424	NA	NA	NA	1.1791021637409
"55"	55	5.2522166349506	0.251852545918126	1.10209790283078	NA	NA	NA	0.822816179864442	NA	NA	NA	NA	0.940152034783697
"56"	56	2.2010135698492	-0.549689933661632	1.58863469825206	NA	NA	NA	0.822816179864442	NA	NA	NA	NA	0.959974901792683
"57"	57	2.01512478283075	-0.870667702808493	1.96610290984248	NA	NA	NA	0.784661720963304	NA	NA	NA	NA	0.892895808508535
"58"	58	NA	NA	NA	NA	NA	NA	1.20272375069323	NA	1.01909022801806	NA	1.03009307801751	NA
"59"	59	NA	NA	NA	NA	NA	NA	1.32660262421408	NA	1.07317327598553	NA	1.22792642888455	NA
"60"	60	1.91522212581391	0.632140160060211	1.11420554683787	NA	17.0968958473586	NA	0.753627447130015	NA	0.916588298869213	NA	1.51364291925472	0.95514898269502
"61"	61	NA	NA	NA	1.23254925126577	NA	NA	1.11390062550863	0.897437596737819	1.10003425026071	1.09994689626042	0.753610797185478	0.977282258445724
"62"	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"63"	63	1.39215405317382	1.53612462854917	1.35762881849664	NA	1.9387419755328	1.10765521164038	NA	NA	1.06329110532312	0.892228513107076	NA	0.986310643031538
"64"	64	NA	1.01387935643317	NA	NA	NA	NA	NA	1.04670661982827	NA	NA	NA	1.07438516599007
"65"	65	NA	1.26185950714291	NA	NA	NA	NA	NA	1	NA	NA	NA	1.1087905609994
"66"	66	NA	0.923998453277475	NA	NA	NA	NA	NA	1.01576119666048	NA	NA	NA	1.07268457604636
"68"	68	2.74938163097572	0.665143461220122	2.20550324296079	NA	NA	NA	NA	0.866372928097362	NA	NA	NA	1.08432025499084
"69"	69	2.39172175472709	0.881009536515641	1.94039734717811	NA	NA	NA	NA	0.934530814428575	NA	NA	NA	0.96896834551778
"70"	70	3.56529382188125	-0.821350444829494	2.85502615659168	NA	NA	NA	NA	1.0796115481754	NA	NA	NA	0.993894456328435
"71"	71	2.00103690350329	0.969473934956698	1.66155238604114	NA	NA	NA	NA	1.01785205929158	NA	NA	NA	1.0040432144276
"72"	72	3.86174892044351	-0.984755662781422	3.07428886405794	NA	NA	NA	NA	1.05493659571638	NA	NA	NA	1.01604506258631
"73"	73	1.02269991857683	NA	NA	NA	NA	0.866253794501137	NA	NA	NA	0.986112538520109	NA	NA
"74"	74	NA	NA	NA	NA	NA	0	-1.75013833408483	NA	NA	1.52973737624907	NA	NA
"75"	75	1.02156666727048	NA	NA	NA	NA	1.1285647888832	NA	NA	NA	1.07510654060245	NA	NA
"76"	76	NA	NA	NA	NA	NA	0.700553928308784	0.785106256316752	NA	NA	1.62155669970715	NA	NA
"77"	77	NA	NA	NA	1.0570751651456	1.07421684440075	NA	NA	NA	NA	NA	NA	NA
"78"	78	NA	NA	NA	NA	0.814589473527192	0.989087512515181	1.11989908701047	NA	0.986748009616245	NA	NA	NA
"79"	79	NA	NA	NA	NA	0.365162987253321	0.98969653250925	1	NA	1.01795140296528	NA	NA	NA
"80"	80	NA	NA	NA	NA	NA	0.998528689521996	NA	NA	NA	NA	NA	NA
"81"	81	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1.0009988337585
"82"	82	NA	NA	NA	NA	NA	1.21650462082504	NA	NA	NA	NA	NA	1.05149880978264
"83"	83	NA	NA	NA	NA	NA	1.00938477441506	NA	NA	NA	NA	NA	1.05365168569497
"84"	84	NA	NA	NA	NA	NA	1.196935912953	NA	NA	NA	NA	NA	1.02210102161922
"85"	85	NA	NA	NA	NA	NA	1.19961513800446	NA	NA	NA	NA	NA	1.06347542194502
"86"	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"87"	87	NA	4.22388388117628	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.957636993754938
"88"	88	NA	NA	0.75476951879046	NA	NA	0.984756551552624	0.964908997332822	NA	1.05211244710722	1.17524862354207	NA	NA
"89"	89	0.804351922761442	0.881699659317415	0.908459627766058	NA	NA	NA	0.946926595411906	NA	0.992606827518211	NA	NA	0.998705853364514
"90"	90	NA	NA	0.365985406254729	NA	NA	NA	0.937230054097164	NA	1.00481915860913	NA	NA	0.997361373566625
"91"	91	NA	NA	0.471101920384684	NA	NA	NA	1.08596860550382	NA	0.990546888206381	NA	NA	0.997321482183379
"92"	92	NA	NA	NA	NA	NA	NA	0.889342029178331	NA	1.16823835981243	NA	NA	1.00082128300622
"93"	93	NA	NA	1.02852991081597	1.11476203195269	1.339839354115	1.02550087680366	0.863150348606507	NA	0.971669114245302	NA	1.10750885177458	0.991909428388816
"94"	94	1.24586739843785	3.0832061990953	1.27588289731015	NA	NA	NA	NA	NA	NA	NA	1.03132956756013	NA
"95"	95	0.978116950783265	1.53144227947766	1.04149811761737	NA	NA	NA	NA	NA	NA	NA	0.980828207473623	NA
"96"	96	1.26412365712161	1.33655451938174	1.25346086950987	NA	NA	1.00515001064751	0.720287164298253	12.2460592438055	0.920576292483191	NA	NA	NA
"97"	97	1.23701342845453	1.30451104180995	1.13236482295809	NA	NA	0.999052602598194	0.650514997831991	-10.8443356052392	0.910572982283436	NA	NA	NA
"98"	98	4.91969861281001	-0.249245737220724	3.12821029558586	0.949638062467885	19.9810256114149	1.00061601828285	0.858931069981897	NA	0.991718951120066	NA	NA	NA
"99"	99	0.851799719908233	0.678457724428362	1.06792892191513	1	0.857991241419016	1	2.77131673316071	NA	1.06505841978897	NA	NA	NA
"100"	100	1.18611708869252	0.64343279199592	1.2605889149869	1.08077564267903	0.834159512111821	1	0.307630647949807	NA	0.980774002229991	NA	NA	NA
"101"	101	0.778782570821588	NA	NA	NA	NA	NA	NA	1.01133404921519	NA	NA	NA	NA
"102"	102	1.47204914615291	NA	NA	NA	NA	NA	NA	0.99013769312986	NA	NA	NA	NA
"103"	103	2.25110684150692	NA	NA	NA	NA	NA	NA	1.2746282965396	NA	NA	NA	NA
"104"	104	NA	NA	NA	NA	NA	NA	NA	NA	0.993628285838508	0.622866579003532	NA	NA
"105"	105	NA	NA	NA	NA	NA	NA	NA	NA	1.00523270089786	0.690101809475014	NA	NA
"106"	106	NA	NA	NA	NA	NA	NA	NA	NA	0.98470639228421	0.705841592839336	NA	NA
"107"	107	NA	NA	NA	NA	NA	NA	NA	NA	0.964857229100136	0.882341790356448	NA	NA
"108"	108	NA	NA	NA	NA	NA	NA	NA	NA	0.989892084688666	0.669966646950001	NA	NA
"109"	109	NA	NA	NA	NA	NA	NA	NA	NA	0.982606649892549	0.906530534928137	NA	NA
"110"	110	3.94746665641736	-0.639738513195561	3.68544261701363	NA	7.8485957305193	1.24807895311511	NA	NA	NA	NA	NA	NA
"111"	111	1.3503719928501	1	1.3503719928501	NA	1	1.06050377868056	NA	NA	NA	NA	NA	NA
"112"	112	-1.71383089771345	1	-1.71383089771345	NA	1	1.06237393498214	NA	NA	NA	NA	NA	NA
"113"	113	1.77276870146626	0.5	1.77276870146626	1.67005810060423	1	1.01813994884313	0.805595810291459	0.987422577357781	NA	NA	0.985815770047441	NA
"114"	114	0.715892847808825	0.889931480102358	0.918582871166575	NA	NA	NA	0.873916094733228	1.02645543330008	NA	NA	NA	1.00644532843435
"115"	115	NA	1.0587454935679	1.20299617983792	NA	NA	NA	0.822816179864442	8.73893139898692	NA	NA	NA	1.02289153582016
"117"	117	NA	NA	NA	NA	NA	NA	0.522878745280338	-4.51541338286951	NA	NA	1.59617270551557	NA
"118"	118	0.424742501084005	1.30586536052072	1.14411870463588	NA	NA	NA	1.19656612736035	NA	NA	NA	NA	1.11639220201923
